nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,5,exact,store,ptr,64,0
2,6,exact,store,ptr,64,1
3,7,exact,store,ptr,64,1
4,12,exact,store,ptr,64,1
5,9,exact,load,ptr,64,0
6,14,exact,load,ptr,64,0
7,15,exact,store,ptr,64,1
8,28,exact,load,ptr,64,0
9,30,exact,load,ptr,64,0
10,32,exact,load,ptr,64,0
11,83,exact,load,ptr,64,0
12,92,exact,load,ptr,64,0
13,8,exact,getelementptr,ptr,64,0
14,95,exact,load,ptr,64,0
15,16,exact,call,ptr,64,0
16,97,exact,load,ptr,64,0
17,24,exact,store,ptr,64,1
18,11,exact,store,ptr,64,0
19,27,exact,store,ptr,64,1
20,47,exact,store,ptr,64,1
21,99,exact,load,ptr,64,0
22,100,exact,load,ptr,64,0
23,23,exact,store,ptr,64,0
24,79,exact,store,ptr,64,1
25,80,exact,store,ptr,64,1
26,102,exact,load,ptr,64,0
27,103,exact,load,ptr,64,0
29,26,exact,store,ptr,64,0
30,82,exact,store,ptr,64,1
31,90,exact,store,ptr,64,1
32,91,exact,store,ptr,64,1
33,107,exact,load,ptr,64,0
34,108,exact,load,ptr,64,0
35,98,exact,store,ptr,64,1
36,110,exact,load,ptr,64,0
37,111,exact,load,ptr,64,0
38,112,exact,load,ptr,64,0
39,113,exact,load,ptr,64,0
40,115,exact,load,ptr,64,0
41,123,exact,load,ptr,64,0
42,13,exact,getelementptr,ptr,64,0
43,124,exact,load,ptr,64,0
44,101,exact,store,ptr,64,1
45,138,exact,load,ptr,64,0
46,109,exact,store,ptr,64,1
47,46,exact,store,ptr,64,0
48,116,exact,store,ptr,64,1
49,120,exact,store,ptr,64,1
50,122,exact,store,ptr,64,1
51,142,exact,load,ptr,64,0
52,143,exact,load,ptr,64,0
53,134,exact,store,ptr,64,1
54,144,exact,load,ptr,64,0
55,150,exact,load,ptr,64,0
56,158,exact,load,ptr,64,0
57,159,exact,load,ptr,64,0
58,165,exact,load,ptr,64,0
59,29,exact,getelementptr,ptr,64,0
60,167,exact,load,ptr,64,0
61,19,exact,call,ptr,64,0
62,178,exact,load,ptr,64,0
63,135,exact,store,ptr,64,1
64,78,exact,store,ptr,64,0
65,136,exact,store,ptr,64,1
66,137,exact,store,ptr,64,1
67,179,exact,load,ptr,64,0
68,187,exact,load,ptr,64,0
69,81,exact,store,ptr,64,0
70,149,exact,store,ptr,64,1
71,156,exact,store,ptr,64,1
72,189,exact,load,ptr,64,0
73,197,exact,load,ptr,64,0
75,89,exact,store,ptr,64,0
76,157,exact,store,ptr,64,1
77,163,exact,store,ptr,64,1
78,164,exact,store,ptr,64,1
79,198,exact,load,ptr,64,0
80,207,exact,load,ptr,64,0
81,176,exact,store,ptr,64,1
82,208,exact,load,ptr,64,0
83,217,exact,load,ptr,64,0
84,219,exact,load,ptr,64,0
85,225,exact,load,ptr,64,0
86,235,exact,load,ptr,64,0
87,244,exact,load,ptr,64,0
88,31,exact,getelementptr,ptr,64,0
89,246,exact,load,ptr,64,0
90,177,exact,store,ptr,64,1
91,270,exact,load,ptr,64,0
92,185,exact,store,ptr,64,1
93,119,exact,store,ptr,64,0
94,186,exact,store,ptr,64,1
95,190,exact,store,ptr,64,1
96,194,exact,store,ptr,64,1
97,272,exact,load,ptr,64,0
98,274,exact,load,ptr,64,0
99,196,exact,store,ptr,64,1
100,275,exact,load,ptr,64,0
101,276,exact,load,ptr,64,0
102,277,exact,load,ptr,64,0
103,291,exact,load,ptr,64,0
104,297,exact,load,ptr,64,0
105,104,exact,getelementptr,ptr,64,0
106,301,exact,load,ptr,64,0
107,33,exact,call,ptr,64,0
108,307,exact,load,ptr,64,0
109,204,exact,store,ptr,64,1
110,121,exact,store,ptr,64,0
111,206,exact,store,ptr,64,1
112,214,exact,store,ptr,64,1
113,312,exact,load,ptr,64,0
114,314,exact,load,ptr,64,0
115,133,exact,store,ptr,64,0
116,216,exact,store,ptr,64,1
117,224,exact,store,ptr,64,1
118,335,exact,load,ptr,64,0
119,336,exact,load,ptr,64,0
121,148,exact,store,ptr,64,0
122,233,exact,store,ptr,64,1
123,234,exact,store,ptr,64,1
124,241,exact,store,ptr,64,1
125,337,exact,load,ptr,64,0
126,340,exact,load,ptr,64,0
127,243,exact,store,ptr,64,1
128,356,exact,load,ptr,64,0
129,357,exact,load,ptr,64,0
130,358,exact,load,ptr,64,0
131,369,exact,load,ptr,64,0
132,370,exact,load,ptr,64,0
133,383,exact,load,ptr,64,0
134,139,exact,getelementptr,ptr,64,0
135,384,exact,load,ptr,64,0
136,248,exact,store,ptr,64,1
137,385,exact,load,ptr,64,0
138,260,exact,store,ptr,64,1
