site_id,opcode,site_class,type_kind,bitwidth,operand_index
174,call,int,int,64,-1
175,call,operand,int,64,0
176,call,operand,int,32,1
177,call,operand,int,64,2
178,call,operand,int,64,3
179,call,operand,int,64,4
180,call,operand,int,64,5
181,call,operand,int,64,6
182,call,operand,int,64,7
183,call,operand,int,64,8
184,call,operand,int,32,9
185,call,pointer,pointer,64,10
186,store,operand,int,64,0
187,store,pointer,pointer,64,1
188,load,pointer,pointer,64,-1
189,load,pointer,pointer,64,0
190,store,pointer,pointer,64,0
191,store,pointer,pointer,64,1
192,load,pointer,pointer,64,-1
193,load,pointer,pointer,64,0
194,getelementptr,pointer,pointer,64,-1
195,getelementptr,pointer,pointer,64,0
196,getelementptr,operand,int,32,1
197,store,pointer,pointer,64,0
198,store,pointer,pointer,64,1
199,load,int,int,8,-1
200,load,pointer,pointer,64,0
201,icmp,int,int,1,-1
202,icmp,operand,int,8,0
203,icmp,operand,int,8,1
204,br,operand,int,1,0
205,load,pointer,pointer,64,-1
206,load,pointer,pointer,64,0
207,load,pointer,pointer,64,-1
208,load,pointer,pointer,64,0
209,ptrtoint,int,int,64,-1
210,ptrtoint,pointer,pointer,64,0
211,ptrtoint,int,int,64,-1
212,ptrtoint,pointer,pointer,64,0
213,sub,int,int,64,-1
214,sub,operand,int,64,0
215,sub,operand,int,64,1
216,trunc,int,int,32,-1
217,trunc,operand,int,64,0
218,store,operand,int,32,0
219,store,pointer,pointer,64,1
220,load,int,int,64,-1
221,load,pointer,pointer,64,0
222,load,pointer,pointer,64,-1
223,load,pointer,pointer,64,0
224,load,int,int,32,-1
225,load,pointer,pointer,64,0
226,sext,int,int,64,-1
227,sext,operand,int,32,0
228,call,int,int,64,-1
229,call,operand,int,64,0
230,call,pointer,pointer,64,1
231,call,operand,int,64,2
232,call,operand,int,32,3
233,call,pointer,pointer,64,4
234,store,operand,int,64,0
235,store,pointer,pointer,64,1
236,load,pointer,pointer,64,-1
237,load,pointer,pointer,64,0
238,store,pointer,pointer,64,0
239,store,pointer,pointer,64,1
240,load,pointer,pointer,64,-1
241,load,pointer,pointer,64,0
242,getelementptr,pointer,pointer,64,-1
243,getelementptr,pointer,pointer,64,0
244,getelementptr,operand,int,32,1
245,store,pointer,pointer,64,0
246,store,pointer,pointer,64,1
247,load,int,int,8,-1
248,load,pointer,pointer,64,0
249,icmp,int,int,1,-1
250,icmp,operand,int,8,0
251,icmp,operand,int,8,1
252,br,operand,int,1,0
253,load,pointer,pointer,64,-1
254,load,pointer,pointer,64,0
255,load,pointer,pointer,64,-1
256,load,pointer,pointer,64,0
257,ptrtoint,int,int,64,-1
258,ptrtoint,pointer,pointer,64,0
259,ptrtoint,int,int,64,-1
260,ptrtoint,pointer,pointer,64,0
261,sub,int,int,64,-1
262,sub,operand,int,64,0
263,sub,operand,int,64,1
264,trunc,int,int,32,-1
265,trunc,operand,int,64,0
266,store,operand,int,32,0
267,store,pointer,pointer,64,1
268,load,int,int,64,-1
269,load,pointer,pointer,64,0
270,load,pointer,pointer,64,-1
271,load,pointer,pointer,64,0
272,load,int,int,32,-1
273,load,pointer,pointer,64,0
274,sext,int,int,64,-1
275,sext,operand,int,32,0
276,call,int,int,64,-1
277,call,operand,int,64,0
278,call,pointer,pointer,64,1
279,call,operand,int,64,2
280,call,operand,int,32,3
281,call,pointer,pointer,64,4
282,call,pointer,pointer,64,0
283,call,pointer,pointer,64,0
284,alloca,pointer,pointer,32,-1
285,alloca,operand,int,32,0
286,alloca,pointer,pointer,32,-1
287,alloca,operand,int,32,0
288,alloca,pointer,pointer,32,-1
289,alloca,operand,int,32,0
290,alloca,pointer,pointer,32,-1
291,alloca,operand,int,32,0
292,alloca,pointer,pointer,32,-1
293,alloca,operand,int,32,0
294,alloca,pointer,pointer,32,-1
295,alloca,operand,int,32,0
296,alloca,pointer,pointer,32,-1
297,alloca,operand,int,32,0
298,alloca,pointer,pointer,32,-1
299,alloca,operand,int,32,0
300,alloca,pointer,pointer,32,-1
301,alloca,operand,int,32,0
302,alloca,pointer,pointer,32,-1
303,alloca,operand,int,32,0
304,alloca,pointer,pointer,32,-1
305,alloca,operand,int,32,0
306,alloca,pointer,pointer,32,-1
307,alloca,operand,int,32,0
308,alloca,pointer,pointer,32,-1
309,alloca,operand,int,32,0
310,alloca,pointer,pointer,32,-1
311,alloca,operand,int,32,0
312,alloca,pointer,pointer,32,-1
313,alloca,operand,int,32,0
314,addrspacecast,pointer,pointer,64,-1
315,addrspacecast,pointer,pointer,32,0
316,addrspacecast,pointer,pointer,64,-1
317,addrspacecast,pointer,pointer,32,0
318,addrspacecast,pointer,pointer,64,-1
319,addrspacecast,pointer,pointer,32,0
320,addrspacecast,pointer,pointer,64,-1
321,addrspacecast,pointer,pointer,32,0
322,addrspacecast,pointer,pointer,64,-1
323,addrspacecast,pointer,pointer,32,0
324,addrspacecast,pointer,pointer,64,-1
325,addrspacecast,pointer,pointer,32,0
326,addrspacecast,pointer,pointer,64,-1
327,addrspacecast,pointer,pointer,32,0
328,addrspacecast,pointer,pointer,64,-1
329,addrspacecast,pointer,pointer,32,0
330,addrspacecast,pointer,pointer,64,-1
331,addrspacecast,pointer,pointer,32,0
332,addrspacecast,pointer,pointer,64,-1
333,addrspacecast,pointer,pointer,64,0
334,store,pointer,pointer,64,0
335,store,pointer,pointer,64,1
336,load,pointer,pointer,64,-1
337,load,pointer,pointer,64,0
338,store,pointer,pointer,64,0
339,store,pointer,pointer,64,1
340,store,operand,int,32,0
341,store,pointer,pointer,64,1
342,addrspacecast,pointer,pointer,64,-1
343,addrspacecast,pointer,pointer,32,0
344,addrspacecast,pointer,pointer,64,-1
345,addrspacecast,pointer,pointer,32,0
346,call,int,int,64,-1
347,call,operand,int,32,0
348,call,pointer,pointer,64,1
349,trunc,int,int,32,-1
350,trunc,operand,int,64,0
351,addrspacecast,pointer,pointer,64,-1
352,addrspacecast,pointer,pointer,32,0
353,addrspacecast,pointer,pointer,64,-1
354,addrspacecast,pointer,pointer,32,0
355,call,int,int,64,-1
356,call,operand,int,32,0
357,call,pointer,pointer,64,1
358,trunc,int,int,32,-1
359,trunc,operand,int,64,0
360,mul,int,int,32,-1
361,mul,operand,int,32,0
362,mul,operand,int,32,1
363,addrspacecast,pointer,pointer,64,-1
364,addrspacecast,pointer,pointer,32,0
365,addrspacecast,pointer,pointer,64,-1
366,addrspacecast,pointer,pointer,32,0
367,call,int,int,64,-1
368,call,operand,int,32,0
369,call,pointer,pointer,64,1
370,trunc,int,int,32,-1
371,trunc,operand,int,64,0
372,add,int,int,32,-1
373,add,operand,int,32,0
374,add,operand,int,32,1
375,store,operand,int,32,0
376,store,pointer,pointer,64,1
377,load,int,int,32,-1
378,load,pointer,pointer,64,0
379,load,int,int,32,-1
380,load,pointer,pointer,64,0
381,sdiv,int,int,32,-1
382,sdiv,operand,int,32,0
383,sdiv,operand,int,32,1
384,icmp,int,int,1,-1
385,icmp,operand,int,32,0
386,icmp,operand,int,32,1
387,br,operand,int,1,0
388,load,int,int,32,-1
389,load,pointer,pointer,64,0
390,store,operand,int,32,0
391,store,pointer,pointer,64,1
392,load,int,int,32,-1
393,load,pointer,pointer,64,0
394,sub,int,int,32,-1
395,sub,operand,int,32,0
396,sub,operand,int,32,1
397,load,int,int,32,-1
398,load,pointer,pointer,64,0
399,sub,int,int,32,-1
400,sub,operand,int,32,0
401,sub,operand,int,32,1
402,store,operand,int,32,0
403,store,pointer,pointer,64,1
404,load,int,int,32,-1
405,load,pointer,pointer,64,0
406,store,operand,int,32,0
407,store,pointer,pointer,64,1
408,load,int,int,32,-1
409,load,pointer,pointer,64,0
410,load,int,int,32,-1
411,load,pointer,pointer,64,0
412,icmp,int,int,1,-1
413,icmp,operand,int,32,0
414,icmp,operand,int,32,1
415,br,operand,int,1,0
416,load,int,int,32,-1
417,load,pointer,pointer,64,0
418,load,int,int,32,-1
419,load,pointer,pointer,64,0
420,sub,int,int,32,-1
421,sub,operand,int,32,0
422,sub,operand,int,32,1
423,store,operand,int,32,0
424,store,pointer,pointer,64,1
425,load,pointer,pointer,64,-1
426,load,pointer,pointer,64,0
427,load,int,int,32,-1
428,load,pointer,pointer,64,0
429,load,int,int,32,-1
430,load,pointer,pointer,64,0
431,mul,int,int,32,-1
432,mul,operand,int,32,0
433,mul,operand,int,32,1
434,load,int,int,32,-1
435,load,pointer,pointer,64,0
436,add,int,int,32,-1
437,add,operand,int,32,0
438,add,operand,int,32,1
439,sext,int,int,64,-1
440,sext,operand,int,32,0
441,getelementptr,pointer,pointer,64,-1
442,getelementptr,pointer,pointer,64,0
443,getelementptr,operand,int,64,1
444,load,float,float,32,-1
445,load,pointer,pointer,64,0
446,store,operand,float,32,0
447,store,pointer,pointer,64,1
448,load,pointer,pointer,64,-1
449,load,pointer,pointer,64,0
450,load,int,int,32,-1
451,load,pointer,pointer,64,0
452,load,int,int,32,-1
453,load,pointer,pointer,64,0
454,sub,int,int,32,-1
455,sub,operand,int,32,0
456,sub,operand,int,32,1
457,load,int,int,32,-1
458,load,pointer,pointer,64,0
459,mul,int,int,32,-1
460,mul,operand,int,32,0
461,mul,operand,int,32,1
462,load,int,int,32,-1
463,load,pointer,pointer,64,0
464,add,int,int,32,-1
465,add,operand,int,32,0
466,add,operand,int,32,1
467,sext,int,int,64,-1
468,sext,operand,int,32,0
469,getelementptr,pointer,pointer,64,-1
470,getelementptr,pointer,pointer,64,0
471,getelementptr,operand,int,64,1
472,load,float,float,32,-1
473,load,pointer,pointer,64,0
474,load,pointer,pointer,64,-1
475,load,pointer,pointer,64,0
476,load,int,int,32,-1
477,load,pointer,pointer,64,0
478,load,int,int,32,-1
479,load,pointer,pointer,64,0
480,mul,int,int,32,-1
481,mul,operand,int,32,0
482,mul,operand,int,32,1
483,load,int,int,32,-1
484,load,pointer,pointer,64,0
485,add,int,int,32,-1
486,add,operand,int,32,0
487,add,operand,int,32,1
488,sext,int,int,64,-1
489,sext,operand,int,32,0
490,getelementptr,pointer,pointer,64,-1
491,getelementptr,pointer,pointer,64,0
492,getelementptr,operand,int,64,1
493,store,operand,float,32,0
494,store,pointer,pointer,64,1
495,load,pointer,pointer,64,-1
496,load,pointer,pointer,64,0
497,load,int,int,32,-1
498,load,pointer,pointer,64,0
499,load,int,int,32,-1
500,load,pointer,pointer,64,0
501,mul,int,int,32,-1
502,mul,operand,int,32,0
503,mul,operand,int,32,1
504,load,int,int,32,-1
505,load,pointer,pointer,64,0
506,load,int,int,32,-1
507,load,pointer,pointer,64,0
508,sub,int,int,32,-1
509,sub,operand,int,32,0
510,sub,operand,int,32,1
511,add,int,int,32,-1
512,add,operand,int,32,0
513,add,operand,int,32,1
514,sext,int,int,64,-1
515,sext,operand,int,32,0
516,getelementptr,pointer,pointer,64,-1
517,getelementptr,pointer,pointer,64,0
518,getelementptr,operand,int,64,1
519,load,float,float,32,-1
520,load,pointer,pointer,64,0
521,load,pointer,pointer,64,-1
522,load,pointer,pointer,64,0
523,load,int,int,32,-1
524,load,pointer,pointer,64,0
525,load,int,int,32,-1
526,load,pointer,pointer,64,0
527,sub,int,int,32,-1
528,sub,operand,int,32,0
529,sub,operand,int,32,1
530,load,int,int,32,-1
531,load,pointer,pointer,64,0
532,mul,int,int,32,-1
533,mul,operand,int,32,0
534,mul,operand,int,32,1
535,load,int,int,32,-1
536,load,pointer,pointer,64,0
537,add,int,int,32,-1
538,add,operand,int,32,0
539,add,operand,int,32,1
540,sext,int,int,64,-1
541,sext,operand,int,32,0
542,getelementptr,pointer,pointer,64,-1
543,getelementptr,pointer,pointer,64,0
544,getelementptr,operand,int,64,1
545,store,operand,float,32,0
546,store,pointer,pointer,64,1
547,load,pointer,pointer,64,-1
548,load,pointer,pointer,64,0
549,load,int,int,32,-1
550,load,pointer,pointer,64,0
551,load,int,int,32,-1
552,load,pointer,pointer,64,0
553,mul,int,int,32,-1
554,mul,operand,int,32,0
555,mul,operand,int,32,1
556,load,int,int,32,-1
557,load,pointer,pointer,64,0
558,add,int,int,32,-1
559,add,operand,int,32,0
560,add,operand,int,32,1
561,sext,int,int,64,-1
562,sext,operand,int,32,0
563,getelementptr,pointer,pointer,64,-1
564,getelementptr,pointer,pointer,64,0
565,getelementptr,operand,int,64,1
566,load,float,float,32,-1
567,load,pointer,pointer,64,0
568,load,pointer,pointer,64,-1
569,load,pointer,pointer,64,0
570,load,int,int,32,-1
571,load,pointer,pointer,64,0
572,load,int,int,32,-1
573,load,pointer,pointer,64,0
574,mul,int,int,32,-1
575,mul,operand,int,32,0
576,mul,operand,int,32,1
577,load,int,int,32,-1
578,load,pointer,pointer,64,0
579,load,int,int,32,-1
580,load,pointer,pointer,64,0
581,sub,int,int,32,-1
582,sub,operand,int,32,0
583,sub,operand,int,32,1
584,add,int,int,32,-1
585,add,operand,int,32,0
586,add,operand,int,32,1
587,sext,int,int,64,-1
588,sext,operand,int,32,0
589,getelementptr,pointer,pointer,64,-1
590,getelementptr,pointer,pointer,64,0
591,getelementptr,operand,int,64,1
592,store,operand,float,32,0
593,store,pointer,pointer,64,1
594,load,float,float,32,-1
595,load,pointer,pointer,64,0
596,load,pointer,pointer,64,-1
597,load,pointer,pointer,64,0
598,load,int,int,32,-1
599,load,pointer,pointer,64,0
600,load,int,int,32,-1
601,load,pointer,pointer,64,0
602,mul,int,int,32,-1
603,mul,operand,int,32,0
604,mul,operand,int,32,1
605,load,int,int,32,-1
606,load,pointer,pointer,64,0
607,add,int,int,32,-1
608,add,operand,int,32,0
609,add,operand,int,32,1
610,sext,int,int,64,-1
611,sext,operand,int,32,0
612,getelementptr,pointer,pointer,64,-1
613,getelementptr,pointer,pointer,64,0
614,getelementptr,operand,int,64,1
615,store,operand,float,32,0
616,store,pointer,pointer,64,1
617,load,int,int,32,-1
618,load,pointer,pointer,64,0
619,add,int,int,32,-1
620,add,operand,int,32,0
621,add,operand,int,32,1
622,store,operand,int,32,0
623,store,pointer,pointer,64,1
624,switch,operand,int,32,0
625,switch,operand,int,32,2
626,switch,operand,int,32,4
627,switch,operand,int,32,6
628,call,int,int,32,-1
629,call,pointer,pointer,64,0
630,call,int,int,32,-1
631,call,pointer,pointer,64,0
632,call,int,int,32,-1
633,call,pointer,pointer,64,0
634,phi,int,int,32,-1
635,phi,operand,int,32,0
636,phi,operand,int,32,1
637,phi,operand,int,32,2
638,phi,operand,int,32,3
639,zext,int,int,64,-1
640,zext,operand,int,32,0
641,ret,operand,int,64,0
642,call,operand,int,32,0
643,call,operand,int,64,1
644,call,operand,int,64,2
645,call,operand,int,64,3
646,call,operand,int,64,4
647,call,operand,int,64,5
648,call,operand,int,64,6
649,call,operand,int,64,7
650,call,operand,int,64,8
651,call,pointer,pointer,64,9
652,extractelement,int,int,64,-1
653,extractelement,operand,int,64,1
654,ret,operand,int,64,0
655,load,int,int,32,-1
656,load,pointer,pointer,64,0
657,icmp,int,int,1,-1
658,icmp,operand,int,32,0
659,icmp,operand,int,32,1
660,call,pointer,pointer,64,-1
661,call,pointer,pointer,64,0
662,select,int,int,64,-1
663,select,operand,int,1,0
664,select,operand,int,64,1
665,select,operand,int,64,2
666,getelementptr,pointer,pointer,64,-1
667,getelementptr,pointer,pointer,64,0
668,getelementptr,operand,int,64,1
669,load,int,int,64,-1
670,load,pointer,pointer,64,0
671,inttoptr,pointer,pointer,64,-1
672,inttoptr,operand,int,64,0
673,addrspacecast,pointer,pointer,64,-1
674,addrspacecast,pointer,pointer,64,0
675,call,pointer,pointer,64,0
676,call,operand,int,32,1
677,call,operand,int,64,2
678,call,operand,int,64,3
679,call,operand,int,64,4
680,call,operand,int,64,5
681,call,operand,int,64,6
682,call,operand,int,64,7
683,call,operand,int,64,8
684,call,operand,int,64,9
685,call,pointer,pointer,64,10
686,call,int,int,32,-1
687,call,operand,int,32,0
688,call,operand,int,32,1
689,call,pointer,pointer,64,2
690,call,int,int,32,-1
691,call,operand,int,32,0
692,call,operand,int,32,1
693,call,pointer,pointer,64,2
694,call,int,int,32,-1
695,call,operand,int,32,0
696,call,pointer,pointer,64,1
697,addrspacecast,pointer,pointer,64,-1
698,addrspacecast,pointer,pointer,64,0
699,icmp,int,int,1,-1
700,icmp,operand,int,32,0
701,icmp,operand,int,32,1
702,br,operand,int,1,0
703,getelementptr,pointer,pointer,64,-1
704,getelementptr,pointer,pointer,64,0
705,getelementptr,operand,int,64,1
706,load,int,int,64,-1
707,load,pointer,pointer,64,0
708,getelementptr,pointer,pointer,64,-1
709,getelementptr,pointer,pointer,64,0
710,getelementptr,operand,int,64,1
711,load,pointer,pointer,64,-1
712,load,pointer,pointer,64,0
713,load,int,int,64,-1
714,load,pointer,pointer,64,0
715,and,int,int,64,-1
716,and,operand,int,64,0
717,and,operand,int,64,1
718,getelementptr,pointer,pointer,64,-1
719,getelementptr,pointer,pointer,64,0
720,getelementptr,operand,int,64,1
721,load,int,int,64,-1
722,load,pointer,pointer,64,0
723,cmpxchg,pointer,pointer,64,0
724,cmpxchg,operand,int,64,1
725,cmpxchg,operand,int,64,2
726,extractvalue,int,int,1,-1
727,extractvalue,int,int,64,-1
728,br,operand,int,1,0
729,phi,int,int,64,-1
730,phi,operand,int,64,0
731,phi,operand,int,64,1
732,call,operand,int,32,0
733,call,pointer,pointer,64,1
734,load,pointer,pointer,64,-1
735,load,pointer,pointer,64,0
736,load,int,int,64,-1
737,load,pointer,pointer,64,0
738,and,int,int,64,-1
739,and,operand,int,64,0
740,and,operand,int,64,1
741,getelementptr,pointer,pointer,64,-1
742,getelementptr,pointer,pointer,64,0
743,getelementptr,operand,int,64,1
744,load,int,int,64,-1
745,load,pointer,pointer,64,0
746,cmpxchg,pointer,pointer,64,0
747,cmpxchg,operand,int,64,1
748,cmpxchg,operand,int,64,2
749,extractvalue,int,int,1,-1
750,extractvalue,int,int,64,-1
751,br,operand,int,1,0
752,phi,int,int,64,-1
753,phi,operand,int,64,0
754,phi,operand,int,64,1
755,phi,operand,int,64,2
756,trunc,int,int,32,-1
757,trunc,operand,int,64,0
758,lshr,int,int,64,-1
759,lshr,operand,int,64,0
760,lshr,operand,int,64,1
761,trunc,int,int,32,-1
762,trunc,operand,int,64,0
763,call,int,int,32,-1
764,call,operand,int,32,0
765,call,pointer,pointer,64,1
766,call,int,int,32,-1
767,call,operand,int,32,0
768,call,pointer,pointer,64,1
769,zext,int,int,64,-1
770,zext,operand,int,32,0
771,shl,int,int,64,-1
772,shl,operand,int,64,0
773,shl,operand,int,64,1
774,zext,int,int,64,-1
775,zext,operand,int,32,0
776,or,int,int,64,-1
777,or,operand,int,64,0
778,or,operand,int,64,1
779,load,pointer,pointer,64,-1
780,load,pointer,pointer,64,0
781,getelementptr,pointer,pointer,64,-1
782,getelementptr,pointer,pointer,64,0
783,getelementptr,operand,int,64,1
784,load,int,int,64,-1
785,load,pointer,pointer,64,0
786,and,int,int,64,-1
787,and,operand,int,64,0
788,and,operand,int,64,1
789,getelementptr,pointer,pointer,64,-1
790,getelementptr,pointer,pointer,64,0
791,getelementptr,operand,int,64,1
792,getelementptr,pointer,pointer,64,-1
793,getelementptr,pointer,pointer,64,0
794,getelementptr,operand,int,64,1
795,load,pointer,pointer,64,-1
796,load,pointer,pointer,64,0
797,getelementptr,pointer,pointer,64,-1
798,getelementptr,pointer,pointer,64,0
799,getelementptr,operand,int,64,1
800,call,int,int,64,-1
801,call,operand,int,1,0
802,call,pointer,pointer,64,1
803,br,operand,int,1,0
804,getelementptr,pointer,pointer,64,-1
805,getelementptr,pointer,pointer,64,0
806,getelementptr,operand,int,64,1
807,getelementptr,pointer,pointer,64,-1
808,getelementptr,pointer,pointer,64,0
809,getelementptr,operand,int,64,1
810,getelementptr,pointer,pointer,64,-1
811,getelementptr,pointer,pointer,64,0
812,getelementptr,operand,int,64,1
813,store,operand,int,32,0
814,store,pointer,pointer,64,1
815,store,operand,int,64,0
816,store,pointer,pointer,64,1
817,store,operand,int,32,0
818,store,pointer,pointer,64,1
819,zext,int,int,64,-1
820,zext,operand,int,32,0
821,getelementptr,pointer,pointer,64,-1
822,getelementptr,pointer,pointer,64,0
823,getelementptr,operand,int,64,1
824,getelementptr,operand,int,64,2
825,store,operand,int,64,0
826,store,pointer,pointer,64,1
827,getelementptr,pointer,pointer,64,-1
828,getelementptr,pointer,pointer,64,0
829,getelementptr,operand,int,64,1
830,store,operand,int,64,0
831,store,pointer,pointer,64,1
832,getelementptr,pointer,pointer,64,-1
833,getelementptr,pointer,pointer,64,0
834,getelementptr,operand,int,64,1
835,store,operand,int,64,0
836,store,pointer,pointer,64,1
837,getelementptr,pointer,pointer,64,-1
838,getelementptr,pointer,pointer,64,0
839,getelementptr,operand,int,64,1
840,store,operand,int,64,0
841,store,pointer,pointer,64,1
842,getelementptr,pointer,pointer,64,-1
843,getelementptr,pointer,pointer,64,0
844,getelementptr,operand,int,64,1
845,store,operand,int,64,0
846,store,pointer,pointer,64,1
847,getelementptr,pointer,pointer,64,-1
848,getelementptr,pointer,pointer,64,0
849,getelementptr,operand,int,64,1
850,store,operand,int,64,0
851,store,pointer,pointer,64,1
852,getelementptr,pointer,pointer,64,-1
853,getelementptr,pointer,pointer,64,0
854,getelementptr,operand,int,64,1
855,store,operand,int,64,0
856,store,pointer,pointer,64,1
857,getelementptr,pointer,pointer,64,-1
858,getelementptr,pointer,pointer,64,0
859,getelementptr,operand,int,64,1
860,store,operand,int,64,0
861,store,pointer,pointer,64,1
862,br,operand,int,1,0
863,getelementptr,pointer,pointer,64,-1
864,getelementptr,pointer,pointer,64,0
865,getelementptr,operand,int,64,1
866,load,int,int,64,-1
867,load,pointer,pointer,64,0
868,load,int,int,64,-1
869,load,pointer,pointer,64,0
870,and,int,int,64,-1
871,and,operand,int,64,0
872,and,operand,int,64,1
873,getelementptr,pointer,pointer,64,-1
874,getelementptr,pointer,pointer,64,0
875,getelementptr,operand,int,64,1
876,store,operand,int,64,0
877,store,pointer,pointer,64,1
878,cmpxchg,pointer,pointer,64,0
