site_id,bit_index,trial,result,exit_code,stdout,stderr,dump
1,0,1,BASELINE,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/baseline.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/baseline.err,
213,0,1,MASKED,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site213_bit0.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site213_bit0.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site213_bit0.bin
213,0,2,MASKED,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site213_bit0_trial2.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site213_bit0_trial2.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site213_bit0_trial2.bin
215,31,1,SDC,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site215_bit31.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site215_bit31.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site215_bit31.bin
215,31,2,SDC,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site215_bit31_trial2.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site215_bit31_trial2.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site215_bit31_trial2.bin
225,1,1,SDC,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit1.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit1.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site225_bit1.bin
225,1,2,SDC,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit1_trial2.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit1_trial2.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site225_bit1_trial2.bin
225,2,1,SDC,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit2.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit2.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site225_bit2.bin
225,2,2,SDC,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit2_trial2.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit2_trial2.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site225_bit2_trial2.bin
225,3,1,SDC,0,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit3.out,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/site225_bit3.err,/ccs/home/mdunlavy/GPU_Fault_Injection/HeCBench/results/divergence_trace_selected_frontier_v2/amd/colorwheel/float/colorwheel_site225_bit3.bin
