nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,90,no_bitwidth,call,int,32,-1
2,91,no_bitwidth,call,int,32,-1
3,26,exact,mul,int,32,-1
4,95,no_bitwidth,call,int,32,-1
5,28,exact,add,int,32,-1
6,1,exact,load,int,32,-1
7,2,exact,load,int,32,-1
8,10,exact,sdiv,int,32,-1
9,5,exact,icmp,int,1,-1
10,8,exact,load,int,32,-1
11,9,exact,load,int,32,-1
12,14,exact,sub,int,32,-1
13,12,exact,load,int,32,-1
14,16,exact,sub,int,32,-1
15,13,exact,load,int,32,-1
16,15,exact,load,int,32,-1
17,17,exact,load,int,32,-1
18,11,exact,icmp,int,1,-1
19,18,exact,load,int,32,-1
20,19,exact,load,int,32,-1
21,23,exact,sub,int,32,-1
22,21,exact,load,int,32,-1
23,22,exact,load,int,32,-1
24,35,exact,mul,int,32,-1
25,24,exact,load,int,32,-1
26,37,exact,add,int,32,-1
27,29,exact,sext,int,64,-1
28,30,exact,load,float,32,-1
29,25,exact,load,int,32,-1
30,27,exact,load,int,32,-1
31,33,exact,sub,int,32,-1
32,31,exact,load,int,32,-1
33,42,exact,mul,int,32,-1
34,32,exact,load,int,32,-1
35,44,exact,add,int,32,-1
36,38,exact,sext,int,64,-1
37,39,exact,load,float,32,-1
38,34,exact,load,int,32,-1
39,36,exact,load,int,32,-1
40,48,exact,mul,int,32,-1
41,40,exact,load,int,32,-1
42,52,exact,add,int,32,-1
43,45,exact,sext,int,64,-1
44,41,exact,load,int,32,-1
45,43,exact,load,int,32,-1
46,59,exact,mul,int,32,-1
47,46,exact,load,int,32,-1
48,47,exact,load,int,32,-1
49,51,exact,sub,int,32,-1
50,61,exact,add,int,32,-1
51,53,exact,sext,int,64,-1
52,54,exact,load,float,32,-1
53,49,exact,load,int,32,-1
54,50,exact,load,int,32,-1
55,57,exact,sub,int,32,-1
56,55,exact,load,int,32,-1
57,65,exact,mul,int,32,-1
58,56,exact,load,int,32,-1
59,67,exact,add,int,32,-1
60,62,exact,sext,int,64,-1
61,58,exact,load,int,32,-1
62,60,exact,load,int,32,-1
63,72,exact,mul,int,32,-1
64,63,exact,load,int,32,-1
65,76,exact,add,int,32,-1
66,68,exact,sext,int,64,-1
67,69,exact,load,float,32,-1
68,64,exact,load,int,32,-1
69,66,exact,load,int,32,-1
70,81,exact,mul,int,32,-1
71,70,exact,load,int,32,-1
72,71,exact,load,int,32,-1
73,75,exact,sub,int,32,-1
74,83,exact,add,int,32,-1
75,77,exact,sext,int,64,-1
76,78,exact,load,float,32,-1
77,73,exact,load,int,32,-1
78,74,exact,load,int,32,-1
80,79,exact,load,int,32,-1
81,86,exact,add,int,32,-1
82,84,exact,sext,int,64,-1
83,80,exact,load,int,32,-1
