nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
1,1,exact,load,int,64,-1
2,5,exact,icmp,int,1,-1
3,3,exact,load,int,64,-1
4,76,exact,add,int,64,-1
5,4,exact,load,int,64,-1
6,11,exact,icmp,int,1,-1
7,6,exact,load,int,64,-1
8,71,exact,sub,int,64,-1
9,10,exact,load,int,64,-1
10,47,exact,icmp,int,1,-1
11,2,exact,load,int,32,-1
12,61,exact,icmp,int,1,-1
13,21,exact,load,int,64,-1
14,8,exact,load,int,32,-1
15,9,exact,sext,int,64,-1
16,23,exact,load,int,64,-1
17,63,exact,shl,int,64,-1
18,26,exact,load,int,64,-1
19,65,exact,icmp,int,1,-1
20,66,exact,zext,int,64,-1
21,67,exact,select,int,64,-1
22,68,exact,xor,int,64,-1
23,43,exact,load,int,64,-1
24,93,exact,shl,int,64,-1
25,45,exact,load,int,64,-1
26,78,exact,icmp,int,1,-1
27,96,exact,zext,int,64,-1
28,97,exact,select,int,64,-1
29,98,exact,xor,int,64,-1
30,12,exact,load,int,32,-1
31,107,exact,add,int,32,-1
32,14,exact,load,int,32,-1
33,82,exact,icmp,int,1,-1
34,46,exact,load,int,64,-1
35,16,exact,load,int,32,-1
36,103,exact,zext,int,64,-1
37,113,exact,ashr,int,64,-1
38,72,exact,and,int,64,-1
39,86,exact,icmp,int,1,-1
40,17,exact,load,int,32,-1
41,117,exact,add,int,32,-1
42,44,exact,load,int,32,-1
43,88,exact,icmp,int,1,-1
44,53,exact,load,int,32,-1
45,95,exact,icmp,int,1,-1
46,48,exact,load,int,64,-1
47,87,exact,load,int,32,-1
48,112,exact,zext,int,64,-1
49,125,exact,lshr,int,64,-1
50,114,exact,and,int,64,-1
51,102,exact,icmp,int,1,-1
52,90,exact,load,int,32,-1
53,13,exact,sext,int,64,-1
54,50,exact,load,int,64,-1
55,57,exact,load,int,64,-1
56,105,exact,xor,int,64,-1
57,106,exact,load,int,32,-1
58,134,exact,add,int,32,-1
59,58,exact,load,int,64,-1
60,108,exact,load,int,32,-1
61,137,exact,sub,int,32,-1
62,62,exact,load,int,64,-1
63,111,exact,load,int,32,-1
64,124,exact,zext,int,64,-1
65,141,exact,ashr,int,64,-1
66,126,exact,and,int,64,-1
67,109,exact,icmp,int,1,-1
68,64,exact,load,int,64,-1
69,100,exact,shl,int,64,-1
70,69,exact,load,int,64,-1
71,115,exact,icmp,int,1,-1
72,140,exact,zext,int,64,-1
73,104,exact,select,int,64,-1
74,132,exact,xor,int,64,-1
75,70,exact,load,int,64,-1
76,73,exact,load,int,64,-1
77,158,exact,call,int,32,-1
78,160,exact,call,int,32,-1
79,51,no_bitwidth,mul,int,32,-1
80,19,no_bitwidth,call,int,32,-1
81,80,no_bitwidth,add,int,32,-1
82,116,exact,load,int,32,-1
83,15,exact,sext,int,64,-1
84,75,exact,load,int,64,-1
85,119,exact,icmp,int,1,-1
86,118,exact,load,int,32,-1
87,18,exact,sext,int,64,-1
88,120,exact,load,int,32,-1
89,54,exact,sext,int,64,-1
90,20,no_bitwidth,call,int,32,-1
91,77,exact,load,int,64,-1
92,55,exact,mul,int,64,-1
93,52,exact,udiv,int,64,-1
94,123,exact,load,int,32,-1
95,91,exact,sext,int,64,-1
96,59,exact,mul,int,64,-1
97,24,exact,call,int,64,-1
98,79,exact,load,int,64,-1
99,81,exact,load,int,64,-1
101,60,exact,udiv,int,64,-1
102,121,exact,icmp,int,1,-1
103,83,exact,load,int,64,-1
104,145,exact,shl,int,64,-1
105,85,exact,load,int,64,-1
106,127,exact,icmp,int,1,-1
107,148,exact,zext,int,64,-1
108,149,exact,select,int,64,-1
109,150,exact,xor,int,64,-1
110,89,exact,load,int,64,-1
111,92,exact,load,int,64,-1
112,84,exact,sub,int,64,-1
113,142,exact,and,int,64,-1
114,94,exact,load,int,64,-1
115,25,exact,call,int,64,-1
116,99,exact,load,int,64,-1
118,101,exact,load,int,64,-1
119,110,exact,load,int,64,-1
