nvidia_site_id,sycl_site_id,match_tier,opcode,type_kind,bitwidth,operand_index
3,15,exact,add,int,32,0
4,16,exact,add,int,32,1
5,1,exact,store,int,32,0
6,8,exact,icmp,int,32,0
7,10,exact,br,int,1,0
8,11,exact,zext,int,32,0
9,12,exact,getelementptr,int,64,1
10,13,exact,sext,int,32,0
11,14,exact,getelementptr,int,64,2
12,18,exact,add,int,32,0
13,69,exact,add,int,32,1
14,7,exact,store,int,32,0
15,68,exact,add,int,32,0
16,17,exact,store,int,32,0
17,20,exact,zext,int,32,0
18,21,exact,getelementptr,int,64,1
19,19,exact,store,int,32,0
22,71,exact,add,int,32,0
24,22,exact,store,int,32,0
25,61,exact,icmp,int,32,0
26,63,exact,br,int,1,0
27,25,exact,sext,int,32,0
28,65,exact,getelementptr,int,64,1
29,66,exact,zext,int,32,0
30,26,exact,getelementptr,int,64,2
33,23,exact,store,int,32,0
35,24,exact,store,int,32,0
36,73,exact,zext,int,32,0
37,74,exact,getelementptr,int,64,1
38,54,exact,store,int,32,0
